Date,Title,Date,"Community (city,town, ward)",LGA,State,Total Deaths,Boko Haram (P),State Actor (P),Sectarian Actor (excluding BH) (P),Other Armed Actor (P),Kidnapper (P),Robber (P),Other (P),Election-related Actor (P),Cameroon State Actor (P),Boko Haram (V),State Actor (V),Sectarian Actor (V),Other Armed Actor (V),Political Actor (V),Kidnapper (V),Kidnapee (V),Robber (V),Journalist (V),Civilian (V),Election-related Actor (V),Cameroon State Actor,Bomb,Gun,Machete,Suicide Bombing,Other Weapon,TK,Drinking Establishment,Goverment Building,Church,Mosque,Bank,School,Other Location,Notes,Sources 1,Sources 2,Sources 3,Latitude,Longitude,full place name
2019-02-07,"Bandits kill Katsina Anglican priest …demand N10m ransom for wife, kids",2/7/2019,,Gusau,Zamfara,1.0,,,,Other Armed Actor,,,,,,,,,,,,6.0,,,1.0,,,,Gun,,,,,,,,,,,Other,,https://punchng.com/bandits-kill-katsina-anglican-priest/,https://www.concisenews.global/Anglican+Priest+Killed+By+Bandits+In+Katsina,https://www.premier.org.uk/News/World/Kidnappers-kill-Nigerian-priest-and-demand-ransom-for-release-of-family,12.17357,6.666820049,"Gusau, Zamfara, Nigeria"
2019-02-15,Two People Caught with Four AK-47 Rifles Set Ablaze In Zamfara,2/15/2019,,Gusau,Zamfara,2.0,,,,,,,Other,,,,,,2.0,,,,,,,,,,,,,Other,,,,,,,,Other,,http://saharareporters.com/2019/02/15/breaking-two-people-caught-four-ak-47-rifles-set-ablaze-zamfara,,,12.17357,6.666820049,"Gusau, Zamfara, Nigeria"
2019-02-14,"Nigerian troops kill 37 Zamfara bandits, rescue 80 people",2/14/2019,,Maru,Zamfara,43.0,,State Actor,,Other Armed Actor,,,,,,,6.0,,37.0,,,,,,,,,,,,,,,,,,,,,Other,2/4 - 2/14,https://www.premiumtimesng.com/news/headlines/313383-nigerian-troops-kill-37-zamfara-bandits-rescue-80-people-official.html,,,11.65114,6.247069836,"Maru, Zamfara, Nigeria"
2019-02-20,59 bandits and 7 civil defense fighters killed in clashes,2/20/2019,Danjiba,Chafe,Zamfara,66.0,,,,Other Armed Actor,,,,,,,,,59.0,,,,,,7.0,,,,Gun,,,,,,,,,,,Other,,https://www.aljazeera.com/news/2019/02/dozens-killed-clashes-nigeria-villagers-bandits-190221152744211.html,https://www.vanguardngr.com/2019/02/at-least-59-bandits-killed-in-nw-nigeria-security-sources-resident/,https://www.channelstv.com/2019/02/21/police-confirm-killing-of-six-farmers-in-zamfara/,11.9641,6.914760113,"Chafe, Zamfara, Nigeria"
2019-02-23,Bandits kill APC ward chairman in Zamfara,2/23/2019,Yandoto,Chafe,Zamfara,1.0,,,,Other Armed Actor,,,,,,,,,,1.0,,,,,,,,,Gun,,,,,,,,,,,Other,,https://www.premiumtimesng.com/news/more-news/315312-bandits-kill-apc-ward-chairman-in-zamfara.html,https://guardian.ng/news/election-gunmen-kill-apc-ward-chairman-in-zamfara/,https://www.vanguardngr.com/2019/02/election-gunmen-kill-apc-ward-chairman-in-zamfara/,11.9641,6.914760113,"Chafe, Zamfara, Nigeria"
2019-02-23,3 injured as party supporters clash in Zamfara,2/23/2019,,Birnin Magaji/Kiyaw,Zamfara,0.0,,,,,,,,Election-related Actor,,,,,,,,,,,,0.0,,,,,,,,,,,,,,Other,,https://www.dailytrust.com.ng/3-injured-as-party-supporters-clash-in-zamfara.html,,,12.467,6.900000095,"Birnin Magaji/Kiyaw, Zamfara, Nigeria"
2019-02-27,"Again, Bandits Kill 14, Abduct 40 in Zamfara Community",2/27/2019,Bagega,Anka,Zamfara,19.0,,State Actor,,Other Armed Actor,,,,,,,,,5.0,,,40.0,,,14.0,,,,Gun,,,Other,,,,,,,,Other,,https://www.thisdaylive.com/index.php/2019/03/01/again-bandits-kill-14-abduct-40-in-zamfara-community/,https://www.dailytrust.com.ng/gunmen-kill-13-abduct-district-head-wife-40-others-in-fresh-zamfara-attack.html,,12.11237,5.930180073,"Anka, Zamfara, Nigeria"
2019-02-28,Bandits kill 32 in another Zamfara attack,2/28/2019,,Shinkafi,Zamfara,32.0,,,,Other Armed Actor,,,,,,,,,16.0,,,,,,16.0,,,,Gun,,,,,,,,,,,Other,,https://www.premiumtimesng.com/regional/nwest/317152-suspected-bandits-kill-29-in-fresh-zamfara-attack.html,https://www.dailytrust.com.ng/bandits-kill-32-in-another-zamfara-attack.html,https://www.pmnewsnigeria.com/2019/03/02/bandits-massacre-16-civilian-jtf-13-others-in-zamfara/,13.10666,6.432670116,"Shinkafi, Zamfara, Nigeria"
2019-03-03,"Violence Persists in Zamfara, Bandits Kill 40 in Fresh Attacks",3/3/2019,Kware,Shinkafi,Zamfara,30.0,,,,Other Armed Actor,,,,,,,,,,,,,,,30.0,,,,Gun,,,Other,,,,,,,,Other,,https://www.thisdaylive.com/index.php/2019/03/05/violence-persists-in-zamfara-bandits-kill-40-in-fresh-attacks/,https://www.vanguardngr.com/2019/03/bandits-kill-30-in-zamfara-police-witnesses/,https://www.dailytrust.com.ng/30-killed-in-fresh-zamfara-attack.html,13.10666,6.432670116,"Shinkafi, Zamfara, Nigeria"
2019-03-03,"Violence Persists in Zamfara, Bandits Kill 40 in Fresh Attacks",3/3/2019,,Anka,Zamfara,10.0,,,,Other Armed Actor,,,,,,,,,,,,,,,10.0,,,,Gun,,,,,,,,,,,Other,,https://www.thisdaylive.com/index.php/2019/03/05/violence-persists-in-zamfara-bandits-kill-40-in-fresh-attacks/,https://www.vanguardngr.com/2019/03/bandits-kill-30-in-zamfara-police-witnesses/,https://www.dailytrust.com.ng/30-killed-in-fresh-zamfara-attack.html,12.11237,5.930180073,"Anka, Zamfara, Nigeria"
2019-03-03,Bandits kill 23 CJTF in Tsafe,3/3/2019,,Tsafe,Zamfara,23.0,,,,Other Armed Actor,,,,,,,,,23.0,,,,,,,,,,Gun,,,,,,,,,,,Other,,https://www.premiumtimesng.com/news/top-news/318051-insecurity-at-least-113-reportedly-killed-in-zamfara-in-one-week.html,,,11.95862007,6.918039799,"Tsafe, Zamfara, Nigeria"
2019-03-05,30 CJTF killed in Shinkafi,3/5/2019,,Shinkafi,Zamfara,30.0,,,,Other Armed Actor,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,Other,,https://www.premiumtimesng.com/news/top-news/318051-insecurity-at-least-113-reportedly-killed-in-zamfara-in-one-week.html,,,13.10666,6.432670116,"Shinkafi, Zamfara, Nigeria"
2019-03-07,Bandits kill 20 in Zamfara,3/7/2019,Gando,Bukkuyum,Zamfara,20.0,,,,Other Armed Actor,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,Other,,https://www.dailytrust.com.ng/troops-cjtf-kill-bandits-in-zamfara.html,,,12.13873,5.465079784,"Bukkuyum, Zamfara, Nigeria"
2019-03-08,"Troops, CJTF kill bandits in Zamfara",3/8/2019,Gando ,Bukkuyum,Zamfara,20.0,,State Actor,,Other Armed Actor,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,Other,"killed ""many"" bandits",https://www.dailytrust.com.ng/troops-cjtf-kill-bandits-in-zamfara.html,,,12.13873,5.465079784,"Bukkuyum, Zamfara, Nigeria"
2019-03-08,"Suspected bandits kill 16, injure many in Zamfara",3/8/2019,Dumama,Zurmi,Zamfara,16.0,,,,Other Armed Actor,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,Other,,https://www.premiumtimesng.com/regional/nwest/319099-suspected-bandits-kill-16-injure-many-in-zamfara.html,https://www.thisdaylive.com/index.php/2019/03/11/again-suspected-bandits-kill-16-injure-many-in-zamfara/,https://www.vanguardngr.com/2019/03/bandits-kill-17-in-zamfara-kaduna-several-injured/,12.78989,6.776800156,"Zurmi, Zamfara, Nigeria"
2019-03-11,"55 Suspected Bandits, 3 Soldiers, 1 vigilante Killed in Zamfara In One Month",3/11/2019,"Kagara, Gando, Fankama, Fete and Dumburum forest",Zurmi,Zamfara,59.0,,State Actor,,Other Armed Actor,,,,,,,3.0,,56.0,,,,,,,,,,Gun,,,,,,,,,,,Other,from February 15 - March 11,https://www.premiumtimesng.com/regional/nwest/319885-troops-kill-55-bandits-rescue-760-abductees-in-zamfara.html,https://guardian.ng/news/nigeria/national/troops-kill-55-bandits-rescue-760-abductees-in-zamfara/,https://www.channelstv.com/2019/03/12/55-suspected-bandits-3-soldiers-killed-in-zamfara-in-one-month/,12.78989,6.776800156,"Zurmi, Zamfara, Nigeria"
2019-03-19,Armed bandits invade Zamfara market,3/19/2019,Bingi,Maru,Zamfara,0.0,,,,,,Robber,,,,,,,,,,,,,0.0,,,,Gun,,,,,,,,,,,Other,,http://www.championnews.com.ng/armed-bandits-invade-zamfara-market/,,,11.65114,6.247069836,"Maru, Zamfara, Nigeria"
2019-03-20,"Bandits kill policeman, abduct six others at Zamfara goldmine",3/20/2019,Sunke,Anka,Zamfara,1.0,,,,Other Armed Actor,,,,,,,1.0,,,,,6.0,,,,,,,Gun,,,,,,,,,,,Other,,https://www.vanguardngr.com/2019/03/breaking-bandits-kill-policeman-abduct-four-others-in-zamfara/,https://www.dailytrust.com.ng/just-in-bandits-kill-policeman-abduct-six-others-at-zamfara-goldmine.html,https://www.premiumtimesng.com/regional/nwest/321571-bandits-kill-policeman-kidnap-five-others.html,12.11237,5.930180073,"Anka, Zamfara, Nigeria"
2019-03-26,Zamfara Police confirm abduction of expatriate doctor,3/26/2019,,Tsafe,Zamfara,0.0,,,,,Kidnapper,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,Other,,https://www.evernote.com/l/AYLU3hVFJXJPE44T8wZCvB4cV7ZSg2d-bBo,https://www.evernote.com/l/AYLBmbcY9ztER78URIiG-qKD3o4s0ihLElI,https://www.evernote.com/l/AYLp722o13pDCK1WTUyKklJGyZIRz5JWXqc,11.9641,6.914760113,"Tsafe, Zamfara, Nigeria"
2019-03-30,"Army kills bandit, rescue women in Zamfara; two vigilantes also killed",3/30/2019,,Tsafe,Zamfara,3.0,,State Actor,,Other Armed Actor,,,,,,,,,3.0,,,,,,,,,,Gun,,,,,,,,,,,Other,,https://www.evernote.com/l/AYLxCJ1qkGRNPbUlR6X4xaRBGJRPWHmN1MU,,,11.9641,6.914760113,"Tsafe, Zamfara, Nigeria"
2019-03-30,Bandits shoot dead 43 farmers in Zamfara,3/30/2019,Kursasa,Shinkafi,Zamfara,43.0,,,,Other Armed Actor,,,,,,,,,,,,,,,43.0,,,,Gun,,,,,,,,,,,Other,,https://www.evernote.com/l/AYJeqDf8gLRDx5sCoDnCrjCguWCq6LJBeWw,https://www.evernote.com/l/AYLdB4XI7zpLUK_Nwa7dTCjQQ3dQ7Y-0SRg,https://www.evernote.com/l/AYKic2QyCDVDCY7Co7izWubD9UAojTNph7E,13.10666,6.432670116,"Shinkafi, Zamfara, Nigeria"
2019-03-30,"Bank manager, two relatives kidnapped in Zamfara",3/30/2019,Gada Biyu,Gusau,Zamfara,0.0,,,,,Kidnapper,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,Other,,https://www.evernote.com/l/AYJU0njLmL5A47q_s08Z3-JBko0nzlfE4a0,https://www.evernote.com/l/AYIzkJQJ2wFD-rrMYa-ktpUg3WGaiuJe8vQ,,12.17357,6.666820049,"Gusau, Zamfara, Nigeria"
2019-03-31,"NAF Repels Attacks In Zamafara, Neutralises Five Bandits",3/31/2019,Hayin Mahe and Hayin Kanawa,Gusau,Zamfara,5.0,,State Actor,,Other Armed Actor,,,,,,,,,5.0,,,,,,,,,,Gun,,,,,,,,,,,Other,,https://www.evernote.com/l/AYK6kHuXRkNGS6RheiGvXaQnuIJ0-s7M7to,https://www.evernote.com/l/AYL6qmUk645Dp6WrLl5tghk3_9BxLWRQ5oY,https://www.evernote.com/l/AYLlksO1yu1IMoa5pFv_0i05Ev-3V5wT8Wg,12.17357,6.666820049,"Gusau, Zamfara, Nigeria"
2019-03-31,Gunmen kidnap brothers of Zamfara APC governorship candidate,3/31/2019,,Gusau,Zamfara,0.0,,,,,Kidnapper,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,Other,,https://www.evernote.com/l/AYJq7h7Hy45OdaLVHoHTkztQtGGpA45QJwQ,,,12.17357,6.666820049,"Gusau, Zamfara, Nigeria"
2019-04-02,"50 civilian JTF, others killed in Zamfara",4/2/2019,,Kaura-Na,Zamfara,50.0,,,,Other Armed Actor,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,Other,,https://www.evernote.com/shard/s386/sh/620bbdec-e197-4fca-b8cf-957bdea62b33/97e76d2bed9c0dde931a5a819fae4485,https://www.evernote.com/shard/s386/sh/7c530d55-dfae-4542-9014-bc1432de7af9/ea2081db585d3afef03214cc7f958735,https://www.evernote.com/shard/s386/sh/c85b11ef-1be1-4905-93a6-3753dcbe05a2/53fde8c9c49b7983ff073e18e14cb299,12.5951892,6.5863469,"Kaura-Na, Zamfara, Nigeria"
